rider_id,rider_name,location_id,kite_id,brand,model,size_m2,price_usd,coverage_score,skill_score,weight_score,direction_score,gust_score,overall_score
RDR01,Ana Lima,LOC08,193,Naish,Boxer,11.0,2049,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,137,Core,Riot,11.0,1822,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,101,F-One,Diablo,11.0,2004,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,172,Ozone,Chrono,11.0,1808,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,213,Slingshot,Rally,11.0,1203,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,167,Ozone,Reo,11.0,1104,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,21,Duotone,Juice,11.0,2033,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,107,F-One,Revolt,11.0,2129,0.926,0.926,0.07,0.366,0.96,0.674
RDR01,Ana Lima,LOC08,94,F-One,Breeze,11.0,2079,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,74,North,Reach,11.0,1568,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,229,Slingshot,Crisis,11.0,2059,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,245,Airush,Ultra,11.0,2106,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,217,Slingshot,Ghost,11.0,1540,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,95,F-One,Strike,11.0,1458,0.92,0.92,0.07,0.366,0.96,0.671
RDR01,Ana Lima,LOC08,235,Slingshot,RPX,5.0,1127,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,61,North,Carve,5.0,1632,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,117,Core,XR7,5.0,1900,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,77,North,Reach,5.0,900,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,282,Reedin,Hyper Model,5.0,1586,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,147,Ozone,Enduro,5.0,1086,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,68,North,Pulse,5.0,1718,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,144,Core,Free,5.0,2124,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,261,Airush,Razor,5.0,2192,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,230,Slingshot,Crisis,5.0,1087,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,1,Duotone,Rebel SLS,5.0,1109,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,37,Cabrinha,Moto,5.0,1292,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,5,Duotone,Neo SLS,5.0,1589,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,207,Slingshot,Code,5.0,1443,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,272,Reedin,Super Model,5.0,1239,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,44,Cabrinha,Nitro,5.0,1017,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,249,Airush,Ultra,5.0,1383,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,132,Core,Nexus,5.0,1408,0.599,0.593,0.877,0.366,0.96,0.654
RDR01,Ana Lima,LOC08,280,Reedin,Hyper Model,12.0,1928,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,227,Slingshot,Crisis,12.0,959,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,278,Reedin,Expert Model,12.0,1155,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,254,Airush,Diamond,12.0,1051,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,212,Slingshot,Rally,12.0,1808,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,69,North,Pulse,12.0,1434,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,86,F-One,Bandit,12.0,2154,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,123,Core,Section,12.0,1279,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,263,Airush,Razor,12.0,1207,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,274,Reedin,Super Model,12.0,1379,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,221,Slingshot,Ghost,12.0,2050,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,134,Core,Riot,12.0,2148,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,81,North,Neo,12.0,994,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,161,Ozone,Catalyst,12.0,1511,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,192,Naish,Boxer,12.0,1121,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,100,F-One,Strike,12.0,1676,0.889,0.889,0.0,0.366,0.96,0.64
RDR01,Ana Lima,LOC08,130,Core,Nexus,12.0,1720,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,174,Ozone,Chrono,12.0,1667,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,180,Naish,Pivot,12.0,1412,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,118,Core,XR7,12.0,1905,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,29,Cabrinha,Switchblade,12.0,1538,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,41,Cabrinha,Nitro,12.0,1443,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,200,Naish,Hero,12.0,1024,0.875,0.875,0.0,0.366,0.96,0.632
RDR01,Ana Lima,LOC08,156,Ozone,Edge,13.0,2031,0.795,0.795,0.0,0.366,0.96,0.588
RDR01,Ana Lima,LOC08,140,Core,Riot,13.0,1305,0.795,0.795,0.0,0.366,0.96,0.588
RDR01,Ana Lima,LOC08,82,North,Neo,13.0,1832,0.795,0.795,0.0,0.366,0.96,0.588
RDR01,Ana Lima,LOC08,58,North,Orbit,13.0,1583,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,47,Cabrinha,Nitro,13.0,2066,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,169,Ozone,Reo,13.0,1593,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,18,Duotone,Juice,13.0,1910,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,186,Naish,Triad,13.0,1169,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,60,North,Carve,13.0,1161,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,171,Ozone,Chrono,13.0,1365,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,158,Ozone,Catalyst,13.0,2028,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,224,Slingshot,Crisis,13.0,1652,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,223,Slingshot,Ghost,13.0,1489,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,97,F-One,Strike,13.0,2174,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,264,Airush,Razor,13.0,1616,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,126,Core,Section,13.0,1267,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,270,Reedin,Super Model,13.0,1589,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,30,Cabrinha,Switchblade,13.0,1824,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,198,Naish,Slash,13.0,1749,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,279,Reedin,Expert Model,13.0,1820,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,35,Cabrinha,Drifter,13.0,1289,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,242,Airush,Lift,13.0,1059,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,51,Cabrinha,Contra,13.0,1336,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,188,Naish,Boxer,13.0,1859,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,88,F-One,Bandit,13.0,1467,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,72,North,Reach,13.0,1043,0.777,0.777,0.0,0.366,0.96,0.578
RDR01,Ana Lima,LOC08,16,Duotone,Dice,14.0,1710,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,216,Slingshot,Ghost,14.0,1594,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,27,Duotone,Evo,14.0,1075,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,4,Duotone,Rebel SLS,14.0,2016,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,89,F-One,Bandit,14.0,1462,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,49,Cabrinha,Contra,14.0,1514,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,258,Airush,Origin,14.0,1026,0.706,0.706,0.0,0.366,0.96,0.539
RDR01,Ana Lima,LOC08,78,North,Neo,14.0,1869,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,98,F-One,Strike,14.0,2055,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,194,Naish,Boxer,14.0,1850,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,125,Core,Section,14.0,1105,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,204,Naish,Hero,14.0,2100,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,166,Ozone,Reo,14.0,1928,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,177,Naish,Pivot,14.0,1841,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,250,Airush,Diamond,14.0,2054,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,231,Slingshot,Crisis,14.0,1829,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,284,Reedin,Hyper Model,14.0,2160,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,232,Slingshot,RPX,14.0,1001,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,136,Core,Riot,14.0,2030,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,71,North,Reach,14.0,1793,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,111,F-One,Revolt,14.0,1968,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,146,Ozone,Enduro,14.0,1271,0.7,0.7,0.0,0.366,0.96,0.536
RDR01,Ana Lima,LOC08,175,Ozone,Chrono,14.0,1743,0.7,0.7,0.0,0.366,0.96,0.536
